,Player,Pos,Squad,Comp,Age,90s,Drib,Fld,Att,Touches,Drib+Fld,drib-ptouch
1,Patrick van Aanholt,DF,Crystal Palace,eng Premier League,27,35.5,0.028169014084507043,0.056338028169014086,1.2112676056338028,64.73239436619718,0.08450704225352113,0.0005270964341313328
4,Yunis Abdelhamid,DF,Reims,fr Ligue 1,30,38.0,0.07894736842105263,0.0,0.631578947368421,53.23684210526316,0.07894736842105263,0.00031219918307880427
5,Mehdi Abeid,MF,Dijon,fr Ligue 1,25,22.5,0.13333333333333333,0.044444444444444446,2.7111111111111112,60.266666666666666,0.17777777777777778,0.0019993444772205835
9,Francesco Acerbi,DF,Lazio,it Serie A,30,36.8,0.0,0.08152173913043478,0.2989130434782609,58.75000000000001,0.08152173913043478,0.0001382576519325906
14,Khaled Adénon,DF,Amiens,fr Ligue 1,33,22.2,0.0,0.04504504504504505,0.0900900900900901,53.693693693693696,0.04504504504504505,7.557893463933732e-05
19,Luis Advíncula,DF,Rayo Vallecano,es La Liga,28,26.5,0.07547169811320754,0.2641509433962264,2.490566037735849,55.471698113207545,0.33962264150943394,0.0016942626107046591
20,Martin Agirregabiria,DF,Alavés,es La Liga,22,22.6,0.04424778761061947,0.0,1.725663716814159,53.451327433628315,0.04424778761061947,0.0014285295668991383
22,Sergio Agüero,FW,Manchester City,eng Premier League,30,27.3,0.21978021978021978,0.2564102564102564,2.0146520146520146,41.83150183150183,0.47619047619047616,0.0017641436205359147
23,Ruben Aguilar,"DF,MF",Montpellier,fr Ligue 1,25,28.1,0.1779359430604982,0.24911032028469748,2.811387900355872,70.21352313167259,0.4270462633451957,0.0014249305120911666
29,Ola Aina,"DF,MF",Torino,it Serie A,21,24.0,0.25,0.16666666666666666,2.8333333333333335,61.791666666666664,0.4166666666666667,0.001910541694762868
34,Manuel Akanji,DF,Dortmund,de Bundesliga,23,24.5,0.0,0.04081632653061224,0.4489795918367347,83.06122448979592,0.04081632653061224,0.0002206287920573635
36,Nathan Aké,DF,Bournemouth,eng Premier League,23,37.9,0.0,0.026385224274406333,0.158311345646438,56.6490765171504,0.026385224274406333,7.373607156331533e-05
41,David Alaba,DF,Bayern Munich,de Bundesliga,26,28.1,0.14234875444839856,0.07117437722419928,1.2455516014234875,84.73309608540924,0.21352313167259784,0.0005231212101736613
42,Sofiane Alakouch,DF,Nîmes,fr Ligue 1,20,21.1,0.14218009478672985,0.1895734597156398,1.8009478672985781,65.35545023696682,0.33175355450236965,0.0013059810495276128
44,Jordi Alba,DF,Barcelona,es La Liga,29,33.2,0.06024096385542168,0.12048192771084336,0.8734939759036143,90.06024096385542,0.18072289156626503,0.0002921384534794697
45,Luis Alberto,"MF,FW",Lazio,it Serie A,25,22.1,0.2262443438914027,0.09049773755656108,2.443438914027149,79.50226244343891,0.3167420814479638,0.0013906880557923444
46,Raúl Albiol,DF,Napoli,it Serie A,32,19.0,0.0,0.0,0.10526315789473684,67.73684210526316,0.0,8.1789555473766e-05
47,Miiko Albornoz,"DF,MF",Hannover 96,de Bundesliga,27,18.4,0.05434782608695653,0.0,1.1956521739130437,63.31521739130435,0.05434782608695653,0.0010263108788953162
48,Marc Albrighton,"FW,MF",Leicester City,eng Premier League,28,18.1,0.0,0.0,2.486187845303867,54.75138121546961,0.0,0.0025087667460180294
50,Pedro Alcalá,DF,Girona,es La Liga,29,20.8,0.0,0.0,0.28846153846153844,54.08653846153846,0.0,0.0002564102564102564
52,Thiago Alcántara,MF,Bayern Munich,de Bundesliga,27,26.8,0.07462686567164178,0.14925373134328357,2.2761194029850746,105.33582089552239,0.22388059701492538,0.0008062767987903203
53,Rubén Alcaraz,MF,Valladolid,es La Liga,27,33.1,0.1510574018126888,0.2416918429003021,1.2386706948640482,65.37764350453172,0.39274924471299094,0.0005723986575157339
54,Toby Alderweireld,DF,Tottenham,eng Premier League,29,32.5,0.03076923076923077,0.0,0.12307692307692308,80.98461538461538,0.03076923076923077,4.676174888940846e-05
59,Rúnar Alex Rúnarsson,GK,Dijon,fr Ligue 1,23,25.0,0.0,0.0,0.12,35.88,0.0,0.00013377926421404682
61,Trent Alexander-Arnold,DF,Liverpool,eng Premier League,19,27.4,0.18248175182481752,0.03649635036496351,1.4233576642335768,90.94890510948906,0.21897810218978103,0.0005711708122927676
63,Alisson,GK,Liverpool,eng Premier League,25,38.0,0.0,0.0,0.02631578947368421,35.28947368421053,0.0,1.9624004081792847e-05
65,Allan,MF,Napoli,it Serie A,27,29.1,0.24054982817869414,0.10309278350515463,0.06872852233676975,2.9209621993127146,0.3436426116838488,0.0008085708510208206
67,Dele Alli,"MF,FW",Tottenham,eng Premier League,22,20.3,0.24630541871921183,0.24630541871921183,2.8078817733990147,64.67980295566502,0.49261083743842365,0.0021385238182780003
70,Marcos Alonso,DF,Chelsea,eng Premier League,27,30.7,0.0,0.09771986970684039,1.1726384364820848,85.14657980456026,0.09771986970684039,0.00044859924884547997
74,Yeray Álvarez,DF,Athletic Club,es La Liga,23,29.0,0.0,0.0,0.20689655172413793,55.96551724137931,0.0,0.0001274778507234368
75,Bruno Alves,DF,Parma,it Serie A,36,32.5,0.0,0.0,0.15384615384615385,47.66153846153846,0.0,9.931966032676168e-05
76,Dani Alves,"MF,DF",Paris S-G,fr Ligue 1,35,18.0,0.0,0.1111111111111111,2.0,98.61111111111111,0.1111111111111111,0.0011267605633802818
80,Romain Amalfitano,"MF,FW",Dijon,fr Ligue 1,28,28.0,0.03571428571428571,0.10714285714285714,1.75,49.82142857142857,0.14285714285714285,0.0012544802867383513
82,Jordi Amat,DF,Rayo Vallecano,es La Liga,26,30.7,0.0,0.03257328990228013,0.7817589576547231,52.05211726384365,0.03257328990228013,0.0004892108621118418
84,Jordan Amavi,DF,Marseille,fr Ligue 1,24,24.2,0.08264462809917356,0.04132231404958678,1.859504132231405,67.76859504132231,0.12396694214876033,0.0011338439830679298
85,Kelvin Amian,DF,Toulouse,fr Ligue 1,20,32.0,0.0625,0.0,1.25,47.71875,0.0625,0.0008185985592665357
89,Joachim Andersen,DF,Sampdoria,it Serie A,22,32.0,0.03125,0.0,0.46875,72.09375,0.03125,0.000203185955786736
90,Felipe Anderson,"FW,MF",West Ham,eng Premier League,25,33.8,0.2958579881656805,0.2366863905325444,4.5266272189349115,68.01775147928994,0.5325443786982249,0.001968954858170905
92,Benjamin André,MF,Rennes,fr Ligue 1,27,27.7,0.07220216606498195,0.2888086642599278,1.516245487364621,66.96750902527076,0.36101083032490977,0.0008173830120563994
97,José Ángel,DF,Eibar,es La Liga,28,33.6,0.08928571428571429,0.05952380952380952,2.0238095238095237,74.34523809523809,0.1488095238095238,0.0008101719470814747
98,Cristian Ansaldi,"DF,MF",Torino,it Serie A,31,20.1,0.34825870646766166,0.04975124378109452,4.72636815920398,56.766169154228855,0.3980099502487562,0.00414230338229972
99,Mirco Antenucci,FW,SPAL,it Serie A,33,23.7,0.25316455696202533,0.25316455696202533,2.151898734177215,34.641350210970465,0.5063291139240507,0.002621070321774927
100,Waldemar Anton,DF,Hannover 96,de Bundesliga,22,34.0,0.058823529411764705,0.029411764705882353,0.7941176470588235,61.911764705882355,0.08823529411764706,0.0003772530389828141
104,Michail Antonio,"FW,MF",West Ham,eng Premier League,28,23.4,0.29914529914529914,0.25641025641025644,3.931623931623932,52.35042735042735,0.5555555555555556,0.0032094889237746383
105,Antoñito,"DF,MF",Valladolid,es La Liga,30,20.7,0.1932367149758454,0.0966183574879227,2.028985507246377,53.18840579710145,0.2898550724637681,0.0018428569548105149
106,Vitorino Antunes,DF,Getafe,es La Liga,31,24.2,0.12396694214876033,0.04132231404958678,1.4462809917355373,59.46280991735537,0.1652892561983471,0.0010050597579816102
109,Houssem Aouar,MF,Lyon,fr Ligue 1,20,34.0,0.11764705882352941,0.2647058823529412,3.0294117647058822,72.70588235294117,0.38235294117647056,0.0012254901960784314
111,Mauro Arambarri,MF,Getafe,es La Liga,22,29.7,0.06734006734006734,0.2356902356902357,1.7171717171717171,37.50841750841751,0.30303030303030304,0.0015414467838166222
113,Charles Aránguiz,MF,Leverkusen,de Bundesliga,29,21.0,0.0,0.047619047619047616,1.4285714285714286,89.71428571428571,0.047619047619047616,0.0007582650894752805
115,Néstor Araujo,DF,Celta Vigo,es La Liga,26,29.8,0.0,0.0,0.1342281879194631,60.100671140939596,0.0,7.494594523699781e-05
116,Anaitz Arbilla,DF,Eibar,es La Liga,31,21.7,0.0,0.04608294930875576,0.3225806451612903,62.534562211981566,0.04608294930875576,0.00023771602443720732
118,Alphonse Areola,GK,Paris S-G,fr Ligue 1,25,21.0,0.0,0.0,0.0,26.0,0.0,0.0
119,Santiago Arias,DF,Atlético Madrid,es La Liga,26,19.7,0.050761421319796954,0.10152284263959391,1.16751269035533,62.08121827411168,0.15228426395939088,0.0009546301638228373
120,Lorenzo Ariaudo,DF,Frosinone,it Serie A,29,18.7,0.0,0.0,0.16042780748663102,43.36898395721925,0.0,0.00019781480577882988
122,Yoël Armougom,"DF,MF",Caen,fr Ligue 1,20,20.6,0.0,0.04854368932038835,1.9417475728155338,54.1747572815534,0.04854368932038835,0.0017399171799422346
125,Marko Arnautović,FW,West Ham,eng Premier League,29,22.1,0.18099547511312217,0.09049773755656108,1.7194570135746605,39.230769230769226,0.27149321266968324,0.001983226082554395
126,Maximilian Arnold,MF,Wolfsburg,de Bundesliga,24,31.9,0.031347962382445145,0.2821316614420063,0.9090909090909092,55.642633228840126,0.31347962382445144,0.0005121638924455827
127,Kepa Arrizabalaga,GK,Chelsea,eng Premier League,23,36.0,0.0,0.0,0.027777777777777776,33.55555555555556,0.0,2.299484915378955e-05
128,Harry Arter,MF,Cardiff City,eng Premier League,28,22.2,0.04504504504504505,0.04504504504504505,0.40540540540540543,38.6036036036036,0.0900900900900901,0.00047305181494213005
130,Kwadwo Asamoah,DF,Inter,it Serie A,29,29.7,0.16835016835016836,0.10101010101010101,2.457912457912458,83.5016835016835,0.26936026936026936,0.000991093733029217
132,Santiago Ascacíbar,MF,Stuttgart,de Bundesliga,21,27.0,0.0,0.0,0.6296296296296297,53.074074074074076,0.0,0.00043937866687343314
133,Sergio Asenjo,GK,Villarreal,es La Liga,29,32.0,0.0,0.0,0.0,29.03125,0.0,0.0
134,Marco Asensio,FW,Real Madrid,es La Liga,22,19.8,0.20202020202020202,0.25252525252525254,2.8282828282828283,62.27272727272727,0.45454545454545453,0.0022938222451604445
135,Iago Aspas,FW,Celta Vigo,es La Liga,30,25.0,0.32,0.16,2.12,45.68,0.48,0.0018563922942206653
138,Youcef Attal,"DF,MF",Nice,fr Ligue 1,22,25.1,0.6772908366533864,0.3187250996015936,7.96812749003984,70.3187250996016,0.99601593625498,0.004514519824385179
139,Pierre-Emerick Aubameyang,FW,Arsenal,eng Premier League,29,30.3,0.198019801980198,0.16501650165016502,1.8481848184818481,35.445544554455445,0.36303630363036304,0.0017208424753089833
140,Emil Audero,GK,Sampdoria,it Serie A,21,36.0,0.0,0.0,0.0,34.666666666666664,0.0,0.0
142,Ludwig Augustinsson,DF,Werder Bremen,de Bundesliga,24,33.6,0.05952380952380952,0.0,0.5357142857142857,68.54166666666666,0.05952380952380952,0.00023261584268965943
145,Ezequiel Ávila,"FW,MF",Huesca,es La Liga,24,22.2,0.22522522522522523,0.2702702702702703,2.7027027027027026,41.351351351351354,0.4954954954954955,0.002944120591179415
147,Kaan Ayhan,DF,Düsseldorf,de Bundesliga,23,27.2,0.0,0.0,0.4411764705882353,63.08823529411765,0.0,0.00025709584533113944
149,César Azpilicueta,DF,Chelsea,eng Premier League,28,37.8,0.026455026455026457,0.052910052910052914,0.6878306878306879,86.26984126984128,0.07936507936507937,0.00021092630721578897
150,Abdoulaye Ba,DF,Rayo Vallecano,es La Liga,27,23.4,0.0,0.0,0.25641025641025644,57.307692307692314,0.0,0.00019120824489952007
161,Stéphane Bahoken,FW,Angers,fr Ligue 1,26,27.4,0.07299270072992702,0.14598540145985403,0.9854014598540146,30.72992700729927,0.21897810218978103,0.0011703105223919415
162,Daniel Baier,MF,Augsburg,de Bundesliga,34,31.3,0.0,0.09584664536741214,0.6070287539936102,62.04472843450479,0.09584664536741214,0.0003125791730142174
163,Leon Bailey,"FW,MF",Leverkusen,de Bundesliga,20,21.3,0.32863849765258213,0.2347417840375587,3.896713615023474,58.12206572769953,0.5633802816901409,0.0031475877342677498
167,Tiemoué Bakayoko,MF,Milan,it Serie A,23,25.6,0.1953125,0.2734375,3.28125,66.640625,0.46875,0.001923358733880422
169,Fabián Balbuena,DF,West Ham,eng Premier League,26,22.4,0.0,0.0,0.08928571428571429,50.22321428571429,0.0,7.936507936507938e-05
171,Gareth Bale,FW,Real Madrid,es La Liga,29,19.8,0.30303030303030304,0.20202020202020202,1.7171717171717171,50.858585858585855,0.5050505050505051,0.001705235071670027
174,Fodé Ballo-Touré,DF,Lille,fr Ligue 1,21,17.7,0.05649717514124294,0.16949152542372883,2.937853107344633,55.706214689265536,0.22598870056497175,0.0029795670459884715
175,Fodé Ballo-Touré,DF,Monaco,fr Ligue 1,21,17.7,0.16949152542372883,0.05649717514124294,2.4858757062146895,59.43502824858757,0.22598870056497175,0.0023629997207363965
180,Abdoulaye Bamba,DF,Angers,fr Ligue 1,28,28.6,0.0,0.03496503496503496,1.048951048951049,53.18181818181818,0.03496503496503496,0.0006896456600598612
182,Jonathan Bamba,"FW,MF",Lille,fr Ligue 1,22,33.4,0.059880239520958084,0.2095808383233533,2.6347305389221556,49.25149700598803,0.2694610778443114,0.001601659902080338
183,Sol Bamba,DF,Cardiff City,eng Premier League,33,27.5,0.0,0.03636363636363636,0.6909090909090909,36.10909090909091,0.03636363636363636,0.000695779547743294
185,Éver Banega,MF,Sevilla,es La Liga,30,29.6,0.13513513513513511,0.06756756756756756,3.243243243243243,85.57432432432432,0.2027027027027027,0.0012803960691840676
186,Mattia Bani,DF,Chievo,it Serie A,24,29.0,0.0,0.0,0.10344827586206896,55.793103448275865,0.0,6.393589361067304e-05
189,Federico Barba,DF,Chievo,it Serie A,24,27.6,0.036231884057971016,0.036231884057971016,0.43478260869565216,57.10144927536231,0.07246376811594203,0.00027587728978150516
190,Danilo Barbosa,MF,Nice,fr Ligue 1,22,17.2,0.11627906976744186,0.3488372093023256,3.0813953488372094,53.139534883720934,0.46511627906976744,0.0033713297033229864
191,Enis Bardhi,MF,Levante,es La Liga,23,31.5,0.15873015873015872,0.15873015873015872,2.380952380952381,50.41269841269841,0.31746031746031744,0.0014993402902722802
193,Phil Bardsley,DF,Burnley,eng Premier League,33,18.6,0.05376344086021505,0.05376344086021505,0.5913978494623655,52.36559139784946,0.1075268817204301,0.0006071846503720386
194,Nicolò Barella,"MF,FW",Cagliari,it Serie A,21,34.5,0.11594202898550725,0.2028985507246377,2.753623188405797,70.81159420289855,0.3188405797101449,0.0011271482555897654
196,Antonino Barillà,MF,Parma,it Serie A,30,29.1,0.06872852233676975,0.06872852233676975,1.40893470790378,39.72508591065292,0.1374570446735395,0.001218801650435796
199,Ashley Barnes,FW,Burnley,eng Premier League,28,26.5,0.0,0.3018867924528302,0.7169811320754716,34.45283018867924,0.3018867924528302,0.0007853024447705057
210,Marc Bartra,DF,Betis,es La Liga,27,32.5,0.0,0.0,0.8,81.35384615384615,0.0,0.00030257186081694405
212,Daniele Baselli,MF,Torino,it Serie A,26,26.4,0.2272727272727273,0.0,2.007575757575758,60.34090909090909,0.2272727272727273,0.0012602484353896784
216,Alessandro Bastoni,DF,Parma,it Serie A,19,18.8,0.0,0.0,0.5319148936170213,44.202127659574465,0.0,0.0006400901246895563
220,Robert Bauer,DF,Nürnberg,de Bundesliga,23,19.1,0.0,0.15706806282722513,0.31413612565445026,54.345549738219894,0.15706806282722513,0.00030263595920467266
221,Oliver Baumann,GK,Hoffenheim,de Bundesliga,28,33.0,0.0,0.0,0.0,41.666666666666664,0.0,0.0
222,Timo Baumgartl,DF,Stuttgart,de Bundesliga,22,18.0,0.0,0.0,0.2222222222222222,59.44444444444444,0.0,0.00020768431983385254
223,Julian Baumgartlinger,MF,Leverkusen,de Bundesliga,30,17.3,0.0,0.0,0.9826589595375722,90.52023121387283,0.0,0.000627496142744299
227,Paul Baysse,DF,Caen,fr Ligue 1,30,19.9,0.0,0.0,0.15075376884422112,51.75879396984925,0.0,0.00014636288237303023
235,Andreas Beck,"DF,MF",Stuttgart,de Bundesliga,31,19.7,0.050761421319796954,0.10152284263959391,0.8121827411167513,54.46700507614214,0.15228426395939088,0.0007569270653464597
236,Jan Bednarek,DF,Southampton,eng Premier League,22,23.9,0.0,0.0,0.12552301255230125,49.37238493723849,0.0,0.000106375434366357
237,Andrea Beghetto,"DF,MF",Frosinone,it Serie A,23,24.7,0.04048582995951417,0.04048582995951417,1.0121457489878543,53.036437246963565,0.08097165991902834,0.0007726303427388201
238,Asmir Begović,GK,Bournemouth,eng Premier League,31,24.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0
240,Hanno Behrens,MF,Nürnberg,de Bundesliga,28,29.3,0.034129692832764506,0.10238907849829351,0.6484641638225256,41.74061433447099,0.13651877133105803,0.0005302241731991214
241,Ishak Belfodil,FW,Hoffenheim,de Bundesliga,26,20.7,0.5797101449275363,0.1932367149758454,3.429951690821256,33.47826086956522,0.7729468599033816,0.004949425239280312
242,Stefan Bell,DF,Mainz 05,de Bundesliga,26,25.0,0.08,0.04,0.8,60.0,0.12,0.0005333333333333334
245,Andrea Belotti,FW,Torino,it Serie A,24,36.7,0.19073569482288827,0.35422343324250677,2.506811989100817,37.765667574931875,0.544959128065395,0.0018086666588028985
247,Hatem Ben Arfa,"MF,FW",Rennes,fr Ligue 1,31,22.6,0.7522123893805309,0.3982300884955752,8.274336283185841,54.69026548672566,1.1504424778761062,0.0066944468310565055
248,Wissam Ben Yedder,FW,Sevilla,es La Liga,27,31.2,0.3525641025641026,0.16025641025641027,2.4038461538461537,35.44871794871795,0.5128205128205129,0.0021734594519404646
249,Diego Benaglio,GK,Monaco,fr Ligue 1,34,22.9,0.0,0.0,0.0,30.000000000000004,0.0,0.0
250,Marco Benassi,MF,Fiorentina,it Serie A,23,25.4,0.15748031496062992,0.03937007874015748,1.3385826771653544,42.125984251968504,0.1968503937007874,0.0012510118478180883
253,Sven Bender,DF,Leverkusen,de Bundesliga,29,22.1,0.0,0.0,0.27149321266968324,86.10859728506787,0.0,0.00014266590261149934
255,Nicolas Benezet,"MF,FW",Guingamp,fr Ligue 1,27,18.5,0.2702702702702703,0.2702702702702703,3.4594594594594597,62.75675675675676,0.5405405405405406,0.002979723909956468
256,Walter Benítez,GK,Nice,fr Ligue 1,25,35.0,0.0,0.0,0.0,34.97142857142857,0.0,0.0
257,Ismaël Bennacer,MF,Empoli,it Serie A,20,32.9,0.0,0.0911854103343465,2.4924012158054714,71.27659574468085,0.0911854103343465,0.0010628576613242948
258,Joe Bennett,DF,Cardiff City,eng Premier League,28,29.3,0.0,0.034129692832764506,1.023890784982935,41.262798634812285,0.034129692832764506,0.0008468906410115262
260,Ryan Bennett,DF,Wolves,eng Premier League,28,34.0,0.0,0.0,0.029411764705882353,50.26470588235294,0.0,1.7209926685712318e-05
262,Ramy Bensebaini,DF,Rennes,fr Ligue 1,23,23.9,0.0,0.1673640167364017,1.5062761506276152,65.52301255230125,0.1673640167364017,0.0009618621651517338
263,Nabil Bentaleb,MF,Schalke 04,de Bundesliga,23,19.9,0.0,0.15075376884422112,1.4572864321608041,56.48241206030151,0.15075376884422112,0.0012965181780790072
264,Rodrigo Bentancur,MF,Juventus,it Serie A,21,22.3,0.0,0.0,1.9282511210762332,66.3677130044843,0.0,0.001302872379105563
266,Karim Benzema,FW,Real Madrid,es La Liga,30,32.8,0.39634146341463417,0.12195121951219513,2.5914634146341466,47.22560975609756,0.5182926829268293,0.001672991229589507
268,Domenico Berardi,"FW,MF",Sassuolo,it Serie A,23,31.9,0.40752351097178685,0.31347962382445144,3.2288401253918497,57.05329153605016,0.7210031347962382,0.0017740879809845327
269,Yuri Berchiche,"DF,FW",Athletic Club,es La Liga,28,34.7,0.0,0.17291066282420747,1.7291066282420748,60.89337175792507,0.17291066282420747,0.0008183183285575366
271,Bartosz Bereszyński,DF,Sampdoria,it Serie A,26,24.4,0.0,0.0,1.7622950819672132,74.6311475409836,0.0,0.0009677622635734284
272,Jóhann Berg Guðmundsson,"MF,FW",Burnley,eng Premier League,27,19.5,0.05128205128205128,0.2564102564102564,1.794871794871795,43.8974358974359,0.3076923076923077,0.002096812844476396
275,Etrit Berisha,GK,Atalanta,it Serie A,29,18.0,0.0,0.0,0.0,28.944444444444443,0.0,0.0
277,Bernard,"FW,MF",Everton,eng Premier League,25,23.5,0.3829787234042553,0.2127659574468085,3.7872340425531914,51.234042553191486,0.5957446808510638,0.003145543224711953
279,Bernardo,DF,Brighton,eng Premier League,23,19.5,0.05128205128205128,0.20512820512820512,0.9743589743589743,65.02564102564102,0.2564102564102564,0.0007684219040685918
280,Paul Bernardoni,GK,Nîmes,fr Ligue 1,21,38.0,0.0,0.0,0.0,32.421052631578945,0.0,0.0
281,Juan Bernat,"DF,MF",Paris S-G,fr Ligue 1,25,20.4,0.0,0.04901960784313726,2.058823529411765,68.92156862745098,0.04901960784313726,0.0014643126098234458
284,Ryan Bertrand,DF,Southampton,eng Premier League,28,24.0,0.0,0.08333333333333333,0.875,54.833333333333336,0.08333333333333333,0.0006648936170212766
286,Daniel Bessa,MF,Genoa,it Serie A,25,27.1,0.07380073800738007,0.07380073800738007,1.4022140221402213,49.48339483394834,0.14760147601476015,0.001045648040373021
291,Ermin Bičakčić,DF,Hoffenheim,de Bundesliga,28,19.9,0.0,0.0,0.0,70.15075376884423,0.0,0.0
294,Philip Billing,MF,Huddersfield,eng Premier League,22,24.3,0.0,0.1646090534979424,1.522633744855967,67.07818930041152,0.1646090534979424,0.0009341311318134767
295,Cristiano Biraghi,DF,Fiorentina,it Serie A,25,35.5,0.028169014084507043,0.0,1.2112676056338028,64.95774647887323,0.028169014084507043,0.0005252678255133577
296,Davide Biraschi,DF,Genoa,it Serie A,24,31.6,0.06329113924050632,0.1582278481012658,1.8037974683544302,51.677215189873415,0.22151898734177214,0.0011045912237320455
299,Yves Bissouma,MF,Brighton,eng Premier League,21,19.7,0.4568527918781726,0.30456852791878175,3.7563451776649748,52.03045685279188,0.7614213197969544,0.003664727002599975
302,Rubén Blanco,GK,Celta Vigo,es La Liga,23,25.0,0.0,0.0,0.0,35.44,0.0,0.0
303,Ludovic Blas,"MF,FW",Guingamp,fr Ligue 1,20,26.4,0.26515151515151514,0.0,4.431818181818182,49.24242424242424,0.26515151515151514,0.0034090909090909094
306,Alexis Blin,MF,Amiens,fr Ligue 1,21,22.1,0.0,0.0,0.4977375565610859,53.393665158371036,0.0,0.0004218114886110898
309,Jérôme Boateng,DF,Bayern Munich,de Bundesliga,29,18.8,0.05319148936170213,0.0,0.15957446808510636,92.81914893617021,0.05319148936170213,9.144668658172285e-05
313,Antonin Bobichon,MF,Nîmes,fr Ligue 1,22,23.9,0.12552301255230125,0.041841004184100423,1.2970711297071131,45.81589958158996,0.1673640167364017,0.0011845398444813818
316,Adam Bodzek,"MF,DF",Düsseldorf,de Bundesliga,32,17.7,0.0,0.16949152542372883,0.33898305084745767,46.49717514124294,0.16949152542372883,0.00041188706056799224
317,Jean-Paul Boëtius,"MF,FW",Mainz 05,de Bundesliga,24,23.6,0.2542372881355932,0.3389830508474576,3.0508474576271185,52.58474576271186,0.5932203389830508,0.00245837828978817
320,Willy Boly,DF,Wolves,eng Premier League,27,35.2,0.028409090909090908,0.0,0.625,61.05113636363636,0.028409090909090908,0.00029083294555607255
324,Gaëtan Bong,DF,Brighton,eng Premier League,30,20.1,0.09950248756218905,0.0,1.3432835820895521,52.93532338308457,0.09950248756218905,0.0012624845696330377
325,Kevin Bonifazi,DF,SPAL,it Serie A,22,25.6,0.0390625,0.0,1.2890625,58.0078125,0.0390625,0.0008680555555555555
326,Leonardo Bonucci,DF,Juventus,it Serie A,31,27.5,0.03636363636363636,0.0,0.10909090909090909,66.18181818181819,0.03636363636363636,5.994005994005994e-05
333,Denis Bouanga,"FW,MF",Nîmes,fr Ligue 1,23,29.3,0.5119453924914675,0.06825938566552901,4.163822525597269,39.76109215017065,0.5802047781569966,0.0035740965884955103
338,Sofiane Boufal,"MF,FW",Celta Vigo,es La Liga,24,23.2,1.25,0.603448275862069,10.948275862068966,56.16379310344828,1.853448275862069,0.00840236060020642
341,Yassine Bounou,GK,Girona,es La Liga,27,31.8,0.0,0.0,0.031446540880503145,32.9874213836478,0.0,2.9977636683034454e-05
342,Mehdi Bourabia,MF,Sassuolo,it Serie A,26,22.3,0.04484304932735426,0.0,3.004484304932735,61.30044843049327,0.04484304932735426,0.002197867084808146
343,Benjamin Bourigeaud,"MF,FW",Rennes,fr Ligue 1,24,26.9,0.03717472118959108,0.07434944237918216,1.1895910780669146,56.394052044609666,0.11152416356877325,0.0007841734199518223
349,Julian Brandt,"MF,FW",Leverkusen,de Bundesliga,22,29.6,0.4054054054054054,0.13513513513513511,3.7837837837837838,75.33783783783784,0.5405405405405405,0.0016967640286025935
350,Darko Brašanac,MF,Alavés,es La Liga,26,17.6,0.056818181818181816,0.11363636363636363,1.1363636363636362,44.147727272727266,0.17045454545454544,0.0014625014625014622
357,Anthony Briançon,DF,Nîmes,fr Ligue 1,23,32.5,0.0,0.0,0.15384615384615385,50.95384615384615,0.0,9.29022668153103e-05
358,Jimmy Briand,FW,Bordeaux,fr Ligue 1,32,27.7,0.10830324909747292,0.10830324909747292,1.1913357400722022,36.714801444043324,0.21660649819494585,0.0011714215733256658
364,David Brooks,"MF,FW",Bournemouth,eng Premier League,21,25.1,0.1195219123505976,0.2788844621513944,3.0278884462151394,49.52191235059761,0.398406374501992,0.0024359520886686557
365,John Brooks,DF,Wolfsburg,de Bundesliga,25,29.0,0.0,0.0,0.3103448275862069,69.58620689655173,0.0,0.00015378831892279827
366,Daniel Brosinski,DF,Mainz 05,de Bundesliga,30,24.5,0.04081632653061224,0.04081632653061224,0.7755102040816326,63.83673469387755,0.08163265306122448,0.0004958505141186909
367,Marcelo Brozović,MF,Inter,it Serie A,25,29.4,0.10204081632653061,0.034013605442176874,1.3945578231292517,101.25850340136054,0.1360544217687075,0.00046844401180021894
373,Joe Bryan,DF,Fulham,eng Premier League,24,26.1,0.038314176245210725,0.07662835249042145,1.0344827586206895,60.3448275862069,0.11494252873563218,0.0006568144499178982
379,Roman Bürki,GK,Dortmund,de Bundesliga,27,32.0,0.0,0.0,0.03125,35.65625,0.0,2.738825591586328e-05
381,Sergio Busquets,MF,Barcelona,es La Liga,30,30.2,0.0,0.06622516556291391,0.695364238410596,88.50993377483444,0.06622516556291391,0.0002601437480024677
383,Unai Bustinza,DF,Leganés,es La Liga,26,22.5,0.0,0.08888888888888889,0.2222222222222222,57.51111111111111,0.08888888888888889,0.0001717327837884252
384,Ludovic Butelle,GK,Angers,fr Ligue 1,35,36.0,0.0,0.0,0.027777777777777776,30.13888888888889,0.0,2.560163850486431e-05
387,Erick Cabaco,DF,Levante,es La Liga,23,18.1,0.0,0.0,0.22099447513812154,49.44751381215469,0.0,0.00024692120127164414
390,Rémy Cabella,"MF,FW",Saint-Étienne,fr Ligue 1,28,33.3,0.21021021021021022,0.24024024024024027,3.8738738738738743,75.7957957957958,0.4504504504504505,0.0015348153224539914
391,Gustavo Cabral,DF,Celta Vigo,es La Liga,32,21.1,0.04739336492890995,0.0,0.04739336492890995,54.834123222748815,0.04739336492890995,4.096228602325839e-05
393,Leandro Cabrera,DF,Getafe,es La Liga,27,31.0,0.0,0.0,0.22580645161290322,47.645161290322584,0.0,0.00015288182235132243
